00540	Lipopolysaccharide biosynthesis	Metabolism	Glycan biosynthesis and metabolism
00550	Peptidoglycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
00561	Glycerolipid metabolism	Metabolism	Lipid metabolism
00562	Inositol phosphate metabolism	Metabolism	Carbohydrate metabolism
00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism	Glycan biosynthesis and metabolism
00564	Glycerophospholipid metabolism	Metabolism	Lipid metabolism
00565	Ether lipid metabolism	Metabolism	Lipid metabolism
00571	Lipoarabinomannan (LAM) biosynthesis	Metabolism	Glycan biosynthesis and metabolism
00590	Arachidonic acid metabolism	Metabolism	Lipid metabolism
00591	Linoleic acid metabolism	Metabolism	Lipid metabolism
00592	alpha-Linolenic acid metabolism	Metabolism	Lipid metabolism
00600	Sphingolipid metabolism	Metabolism	Lipid metabolism
00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism	Glycan biosynthesis and metabolism
00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Metabolism	Glycan biosynthesis and metabolism
00604	Glycosphingolipid biosynthesis - ganglio series	Metabolism	Glycan biosynthesis and metabolism
00620	Pyruvate metabolism	Metabolism	Carbohydrate metabolism
00621	Dioxin degradation	Metabolism	Xenobiotics biodegradation and metabolism
00622	Xylene degradation	Metabolism	Xenobiotics biodegradation and metabolism
00623	Toluene degradation	Metabolism	Xenobiotics biodegradation and metabolism
00624	Polycyclic aromatic hydrocarbon degradation	Metabolism	Xenobiotics biodegradation and metabolism
00625	Chloroalkane and chloroalkene degradation	Metabolism	Xenobiotics biodegradation and metabolism
00626	Naphthalene degradation	Metabolism	Xenobiotics biodegradation and metabolism
00627	Aminobenzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
00630	Glyoxylate and dicarboxylate metabolism	Metabolism	Carbohydrate metabolism
00633	Nitrotoluene degradation	Metabolism	Xenobiotics biodegradation and metabolism
00640	Propanoate metabolism	Metabolism	Carbohydrate metabolism
00642	Ethylbenzene degradation	Metabolism	Xenobiotics biodegradation and metabolism
00643	Styrene degradation	Metabolism	Xenobiotics biodegradation and metabolism
00650	Butanoate metabolism	Metabolism	Carbohydrate metabolism
00660	C5-Branched dibasic acid metabolism	Metabolism	Carbohydrate metabolism
00670	One carbon pool by folate	Metabolism	Metabolism of cofactors and vitamins
00680	Methane metabolism	Metabolism	Energy metabolism
00710	Carbon fixation in photosynthetic organisms	Metabolism	Energy metabolism
00720	Carbon fixation pathways in prokaryotes	Metabolism	Energy metabolism
00730	Thiamine metabolism	Metabolism	Metabolism of cofactors and vitamins
00740	Riboflavin metabolism	Metabolism	Metabolism of cofactors and vitamins
00750	Vitamin B6 metabolism	Metabolism	Metabolism of cofactors and vitamins
00760	Nicotinate and nicotinamide metabolism	Metabolism	Metabolism of cofactors and vitamins
00770	Pantothenate and CoA biosynthesis	Metabolism	Metabolism of cofactors and vitamins
00780	Biotin metabolism	Metabolism	Metabolism of cofactors and vitamins
00785	Lipoic acid metabolism	Metabolism	Metabolism of cofactors and vitamins
00790	Folate biosynthesis	Metabolism	Metabolism of cofactors and vitamins
00791	Atrazine degradation	Metabolism	Xenobiotics biodegradation and metabolism
00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
00900	Terpenoid backbone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00901	Indole alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00902	Monoterpenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00903	Limonene and pinene degradation	Metabolism	Metabolism of terpenoids and polyketides
00904	Diterpenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00905	Brassinosteroid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00906	Carotenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00908	Zeatin biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00909	Sesquiterpenoid and triterpenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00910	Nitrogen metabolism	Metabolism	Energy metabolism
00920	Sulfur metabolism	Metabolism	Energy metabolism
00930	Caprolactam degradation	Metabolism	Xenobiotics biodegradation and metabolism
00940	Phenylpropanoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00941	Flavonoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00942	Anthocyanin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00943	Isoflavonoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00944	Flavone and flavonol biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00950	Isoquinoline alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00960	Tropane, piperidine and pyridine alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00965	Betalain biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00966	Glucosinolate biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing	Translation
00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
00981	Insect hormone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
00984	Steroid degradation	Metabolism	Xenobiotics biodegradation and metabolism
01010	Overview of biosynthetic pathways	Metabolism	Chemical structure transformation maps
01040	Biosynthesis of unsaturated fatty acids	Metabolism	Lipid metabolism
01051	Biosynthesis of ansamycins	Metabolism	Metabolism of terpenoids and polyketides
01052	Type I polyketide structures	Metabolism	Metabolism of terpenoids and polyketides
01053	Biosynthesis of siderophore group nonribosomal peptides	Metabolism	Metabolism of terpenoids and polyketides
01054	Nonribosomal peptide structures	Metabolism	Metabolism of terpenoids and polyketides
01055	Biosynthesis of vancomycin group antibiotics	Metabolism	Metabolism of terpenoids and polyketides
01056	Biosynthesis of type II polyketide backbone	Metabolism	Metabolism of terpenoids and polyketides
01057	Biosynthesis of type II polyketide products	Metabolism	Metabolism of terpenoids and polyketides
01058	Acridone alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
01059	Biosynthesis of enediyne antibiotics	Metabolism	Metabolism of terpenoids and polyketides
01060	Biosynthesis of plant secondary metabolites	Metabolism	Chemical structure transformation maps
01061	Biosynthesis of phenylpropanoids	Metabolism	Chemical structure transformation maps
01062	Biosynthesis of terpenoids and steroids	Metabolism	Chemical structure transformation maps
01063	Biosynthesis of alkaloids derived from shikimate pathway	Metabolism	Chemical structure transformation maps
01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	Metabolism	Chemical structure transformation maps
01065	Biosynthesis of alkaloids derived from histidine and purine	Metabolism	Chemical structure transformation maps
01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	Metabolism	Chemical structure transformation maps
01070	Biosynthesis of plant hormones	Metabolism	Chemical structure transformation maps
01100	Metabolic pathways	Metabolism	Global and overview maps
01110	Biosynthesis of secondary metabolites	Metabolism	Global and overview maps
01120	Microbial metabolism in diverse environments	Metabolism	Global and overview maps
01130	Biosynthesis of antibiotics	Metabolism	Global and overview maps
01200	Carbon metabolism	Metabolism	Global and overview maps
01210	2-Oxocarboxylic acid metabolism	Metabolism	Global and overview maps
01212	Fatty acid metabolism	Metabolism	Global and overview maps
01220	Degradation of aromatic compounds	Metabolism	Global and overview maps
01230	Biosynthesis of amino acids	Metabolism	Global and overview maps
01501	beta-Lactam resistance	Human Diseases	Drug resistance: Antimicrobial
01502	Vancomycin resistance	Human Diseases	Drug resistance: Antimicrobial
01503	Cationic antimicrobial peptide (CAMP) resistance	Human Diseases	Drug resistance: Antimicrobial
01521	EGFR tyrosine kinase inhibitor resistance	Human Diseases	Drug resistance: Antineoplastic
01522	Endocrine resistance	Human Diseases	Drug resistance: Antineoplastic
01523	Antifolate resistance	Human Diseases	Drug resistance: Antineoplastic
01524	Platinum drug resistance	Human Diseases	Drug resistance: Antineoplastic
02010	ABC transporters	Environmental Information Processing	Membrane transport
02020	Two-component system	Environmental Information Processing	Signal transduction
02024	Quorum sensing	Cellular Processes	Cellular community - prokaryotes
02025	Biofilm formation - Pseudomonas aeruginosa	Cellular Processes	Cellular community - prokaryotes
02026	Biofilm formation - Escherichia coli	Cellular Processes	Cellular community - prokaryotes
02030	Bacterial chemotaxis	Cellular Processes	Cell motility
02040	Flagellar assembly	Cellular Processes	Cell motility
02060	Phosphotransferase system (PTS)	Environmental Information Processing	Membrane transport
03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing	Translation
03010	Ribosome	Genetic Information Processing	Translation
03013	RNA transport	Genetic Information Processing	Translation
03015	mRNA surveillance pathway	Genetic Information Processing	Translation
03018	RNA degradation	Genetic Information Processing	Folding, sorting and degradation
03020	RNA polymerase	Genetic Information Processing	Transcription
03022	Basal transcription factors	Genetic Information Processing	Transcription
03030	DNA replication	Genetic Information Processing	Replication and repair
03040	Spliceosome	Genetic Information Processing	Transcription
03050	Proteasome	Genetic Information Processing	Folding, sorting and degradation
03060	Protein export	Genetic Information Processing	Folding, sorting and degradation
03070	Bacterial secretion system	Environmental Information Processing	Membrane transport
03320	PPAR signaling pathway	Organismal Systems	Endocrine system
03410	Base excision repair	Genetic Information Processing	Replication and repair
03420	Nucleotide excision repair	Genetic Information Processing	Replication and repair
03430	Mismatch repair	Genetic Information Processing	Replication and repair
03440	Homologous recombination	Genetic Information Processing	Replication and repair
03450	Non-homologous end-joining	Genetic Information Processing	Replication and repair
03460	Fanconi anemia pathway	Genetic Information Processing	Replication and repair
04010	MAPK signaling pathway	Environmental Information Processing	Signal transduction
04011	MAPK signaling pathway - yeast	Environmental Information Processing	Signal transduction
04012	ErbB signaling pathway	Environmental Information Processing	Signal transduction
04013	MAPK signaling pathway - fly	Environmental Information Processing	Signal transduction
04014	Ras signaling pathway	Environmental Information Processing	Signal transduction
04015	Rap1 signaling pathway	Environmental Information Processing	Signal transduction
04016	MAPK signaling pathway - plant	Environmental Information Processing	Signal transduction
04020	Calcium signaling pathway	Environmental Information Processing	Signal transduction
04022	cGMP-PKG signaling pathway	Environmental Information Processing	Signal transduction
04024	cAMP signaling pathway	Environmental Information Processing	Signal transduction
04060	Cytokine-cytokine receptor interaction	Environmental Information Processing	Signaling molecules and interaction
04062	Chemokine signaling pathway	Organismal Systems	Immune system
04064	NF-kappa B signaling pathway	Environmental Information Processing	Signal transduction
04066	HIF-1 signaling pathway	Environmental Information Processing	Signal transduction
04068	FoxO signaling pathway	Environmental Information Processing	Signal transduction
04070	Phosphatidylinositol signaling system	Environmental Information Processing	Signal transduction
04071	Sphingolipid signaling pathway	Environmental Information Processing	Signal transduction
04072	Phospholipase D signaling pathway	Environmental Information Processing	Signal transduction
04075	Plant hormone signal transduction	Environmental Information Processing	Signal transduction
04080	Neuroactive ligand-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
04110	Cell cycle	Cellular Processes	Cell growth and death
04111	Cell cycle - yeast	Cellular Processes	Cell growth and death
04112	Cell cycle - Caulobacter	Cellular Processes	Cell growth and death
04113	Meiosis - yeast	Cellular Processes	Cell growth and death
04114	Oocyte meiosis	Cellular Processes	Cell growth and death
04115	p53 signaling pathway	Cellular Processes	Cell growth and death
04120	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
04122	Sulfur relay system	Genetic Information Processing	Folding, sorting and degradation
04130	SNARE interactions in vesicular transport	Genetic Information Processing	Folding, sorting and degradation
04136	Autophagy - other	Cellular Processes	Transport and catabolism
04137	Mitophagy - animal	Cellular Processes	Transport and catabolism
04138	Autophagy - yeast	Cellular Processes	Transport and catabolism
04139	Mitophagy - yeast	Cellular Processes	Transport and catabolism
04140	Autophagy - animal	Cellular Processes	Transport and catabolism
04141	Protein processing in endoplasmic reticulum	Genetic Information Processing	Folding, sorting and degradation
04142	Lysosome	Cellular Processes	Transport and catabolism
04144	Endocytosis	Cellular Processes	Transport and catabolism
04145	Phagosome	Cellular Processes	Transport and catabolism
04146	Peroxisome	Cellular Processes	Transport and catabolism
04150	mTOR signaling pathway	Environmental Information Processing	Signal transduction
04151	PI3K-Akt signaling pathway	Environmental Information Processing	Signal transduction
04152	AMPK signaling pathway	Environmental Information Processing	Signal transduction
04210	Apoptosis	Cellular Processes	Cell growth and death
04211	Longevity regulating pathway	Organismal Systems	Aging
04212	Longevity regulating pathway - worm	Organismal Systems	Aging
04213	Longevity regulating pathway - multiple species	Organismal Systems	Aging
04214	Apoptosis - fly	Cellular Processes	Cell growth and death
04215	Apoptosis - multiple species	Cellular Processes	Cell growth and death
04216	Ferroptosis	Cellular Processes	Cell growth and death
04217	Necroptosis	Cellular Processes	Cell growth and death
04218	Cellular senescence	Cellular Processes	Cell growth and death
04260	Cardiac muscle contraction	Organismal Systems	Circulatory system
04261	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
04270	Vascular smooth muscle contraction	Organismal Systems	Circulatory system
04310	Wnt signaling pathway	Environmental Information Processing	Signal transduction
04320	Dorso-ventral axis formation	Organismal Systems	Development
04330	Notch signaling pathway	Environmental Information Processing	Signal transduction
04340	Hedgehog signaling pathway	Environmental Information Processing	Signal transduction
04341	Hedgehog signaling pathway - fly	Environmental Information Processing	Signal transduction
04350	TGF-beta signaling pathway	Environmental Information Processing	Signal transduction
04360	Axon guidance	Organismal Systems	Development
04370	VEGF signaling pathway	Environmental Information Processing	Signal transduction
04371	Apelin signaling pathway	Environmental Information Processing	Signal transduction
04380	Osteoclast differentiation	Organismal Systems	Development
04390	Hippo signaling pathway	Environmental Information Processing	Signal transduction
04391	Hippo signaling pathway - fly	Environmental Information Processing	Signal transduction
04392	Hippo signaling pathway - multiple species	Environmental Information Processing	Signal transduction
04510	Focal adhesion	Cellular Processes	Cellular community - eukaryotes
04512	ECM-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
04514	Cell adhesion molecules (CAMs)	Environmental Information Processing	Signaling molecules and interaction
04520	Adherens junction	Cellular Processes	Cellular community - eukaryotes
04530	Tight junction	Cellular Processes	Cellular community - eukaryotes
04540	Gap junction	Cellular Processes	Cellular community - eukaryotes
04550	Signaling pathways regulating pluripotency of stem cells	Cellular Processes	Cellular community - eukaryotes
04610	Complement and coagulation cascades	Organismal Systems	Immune system
04611	Platelet activation	Organismal Systems	Immune system
04612	Antigen processing and presentation	Organismal Systems	Immune system
04614	Renin-angiotensin system	Organismal Systems	Endocrine system
04620	Toll-like receptor signaling pathway	Organismal Systems	Immune system
04621	NOD-like receptor signaling pathway	Organismal Systems	Immune system
04622	RIG-I-like receptor signaling pathway	Organismal Systems	Immune system
04623	Cytosolic DNA-sensing pathway	Organismal Systems	Immune system
04624	Toll and Imd signaling pathway	Organismal Systems	Immune system
04625	C-type lectin receptor signaling pathway	Organismal Systems	Immune system
04626	Plant-pathogen interaction	Organismal Systems	Environmental adaptation
04630	Jak-STAT signaling pathway	Environmental Information Processing	Signal transduction
04640	Hematopoietic cell lineage	Organismal Systems	Immune system
04650	Natural killer cell mediated cytotoxicity	Organismal Systems	Immune system
04657	IL-17 signaling pathway	Organismal Systems	Immune system
04658	Th1 and Th2 cell differentiation	Organismal Systems	Immune system
04659	Th17 cell differentiation	Organismal Systems	Immune system
04660	T cell receptor signaling pathway	Organismal Systems	Immune system
04662	B cell receptor signaling pathway	Organismal Systems	Immune system
04664	Fc epsilon RI signaling pathway	Organismal Systems	Immune system
04666	Fc gamma R-mediated phagocytosis	Organismal Systems	Immune system
04668	TNF signaling pathway	Environmental Information Processing	Signal transduction
04670	Leukocyte transendothelial migration	Organismal Systems	Immune system
04672	Intestinal immune network for IgA production	Organismal Systems	Immune system
04710	Circadian rhythm	Organismal Systems	Environmental adaptation
04711	Circadian rhythm - fly	Organismal Systems	Environmental adaptation
04712	Circadian rhythm - plant	Organismal Systems	Environmental adaptation
04713	Circadian entrainment	Organismal Systems	Environmental adaptation
04714	Thermogenesis	Organismal Systems	Environmental adaptation
04720	Long-term potentiation	Organismal Systems	Nervous system
04721	Synaptic vesicle cycle	Organismal Systems	Nervous system
04722	Neurotrophin signaling pathway	Organismal Systems	Nervous system
04723	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
04724	Glutamatergic synapse	Organismal Systems	Nervous system
04725	Cholinergic synapse	Organismal Systems	Nervous system
04726	Serotonergic synapse	Organismal Systems	Nervous system
04727	GABAergic synapse	Organismal Systems	Nervous system
04728	Dopaminergic synapse	Organismal Systems	Nervous system
04730	Long-term depression	Organismal Systems	Nervous system
04740	Olfactory transduction	Organismal Systems	Sensory system
04742	Taste transduction	Organismal Systems	Sensory system
04744	Phototransduction	Organismal Systems	Sensory system
04745	Phototransduction - fly	Organismal Systems	Sensory system
04750	Inflammatory mediator regulation of TRP channels	Organismal Systems	Sensory system
04810	Regulation of actin cytoskeleton	Cellular Processes	Cell motility
04910	Insulin signaling pathway	Organismal Systems	Endocrine system
04911	Insulin secretion	Organismal Systems	Endocrine system
04912	GnRH signaling pathway	Organismal Systems	Endocrine system
04913	Ovarian steroidogenesis	Organismal Systems	Endocrine system
04914	Progesterone-mediated oocyte maturation	Organismal Systems	Endocrine system
04915	Estrogen signaling pathway	Organismal Systems	Endocrine system
04916	Melanogenesis	Organismal Systems	Endocrine system
04917	Prolactin signaling pathway	Organismal Systems	Endocrine system
04918	Thyroid hormone synthesis	Organismal Systems	Endocrine system
04919	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
04920	Adipocytokine signaling pathway	Organismal Systems	Endocrine system
04921	Oxytocin signaling pathway	Organismal Systems	Endocrine system
04922	Glucagon signaling pathway	Organismal Systems	Endocrine system
04923	Regulation of lipolysis in adipocytes	Organismal Systems	Endocrine system
04924	Renin secretion	Organismal Systems	Endocrine system
04925	Aldosterone synthesis and secretion	Organismal Systems	Endocrine system
04926	Relaxin signaling pathway	Organismal Systems	Endocrine system
04927	Cortisol synthesis and secretion	Organismal Systems	Endocrine system
04928	Parathyroid hormone synthesis, secretion and action	Organismal Systems	Endocrine system
04930	Type II diabetes mellitus	Human Diseases	Endocrine and metabolic diseases
04931	Insulin resistance	Human Diseases	Endocrine and metabolic diseases
04932	Non-alcoholic fatty liver disease (NAFLD)	Human Diseases	Endocrine and metabolic diseases
04933	AGE-RAGE signaling pathway in diabetic complications	Human Diseases	Endocrine and metabolic diseases
04934	Cushing's syndrome	Human Diseases	Endocrine and metabolic diseases
04940	Type I diabetes mellitus	Human Diseases	Endocrine and metabolic diseases
04950	Maturity onset diabetes of the young	Human Diseases	Endocrine and metabolic diseases
04960	Aldosterone-regulated sodium reabsorption	Organismal Systems	Excretory system
04961	Endocrine and other factor-regulated calcium reabsorption	Organismal Systems	Excretory system
04962	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
04964	Proximal tubule bicarbonate reclamation	Organismal Systems	Excretory system
04966	Collecting duct acid secretion	Organismal Systems	Excretory system
04970	Salivary secretion	Organismal Systems	Digestive system
04971	Gastric acid secretion	Organismal Systems	Digestive system
04972	Pancreatic secretion	Organismal Systems	Digestive system
04973	Carbohydrate digestion and absorption	Organismal Systems	Digestive system
04974	Protein digestion and absorption	Organismal Systems	Digestive system
04975	Fat digestion and absorption	Organismal Systems	Digestive system
04976	Bile secretion	Organismal Systems	Digestive system
04977	Vitamin digestion and absorption	Organismal Systems	Digestive system
04978	Mineral absorption	Organismal Systems	Digestive system
04979	Cholesterol metabolism	Organismal Systems	Digestive system
05010	Alzheimer's disease	Human Diseases	Neurodegenerative diseases
05012	Parkinson's disease	Human Diseases	Neurodegenerative diseases
05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases	Neurodegenerative diseases
05016	Huntington's disease	Human Diseases	Neurodegenerative diseases
05020	Prion diseases	Human Diseases	Neurodegenerative diseases
05030	Cocaine addiction	Human Diseases	Substance dependence
05031	Amphetamine addiction	Human Diseases	Substance dependence
05032	Morphine addiction	Human Diseases	Substance dependence
05033	Nicotine addiction	Human Diseases	Substance dependence
05034	Alcoholism	Human Diseases	Substance dependence
05100	Bacterial invasion of epithelial cells	Human Diseases	Infectious diseases: Bacterial
05110	Vibrio cholerae infection	Human Diseases	Infectious diseases: Bacterial
05111	Biofilm formation - Vibrio cholerae	Cellular Processes	Cellular community - prokaryotes
05120	Epithelial cell signaling in Helicobacter pylori infection	Human Diseases	Infectious diseases: Bacterial
05130	Pathogenic Escherichia coli infection	Human Diseases	Infectious diseases: Bacterial
05131	Shigellosis	Human Diseases	Infectious diseases: Bacterial
05132	Salmonella infection	Human Diseases	Infectious diseases: Bacterial
05133	Pertussis	Human Diseases	Infectious diseases: Bacterial
05134	Legionellosis	Human Diseases	Infectious diseases: Bacterial
05140	Leishmaniasis	Human Diseases	Infectious diseases: Parasitic
05142	Chagas disease (American trypanosomiasis)	Human Diseases	Infectious diseases: Parasitic
05143	African trypanosomiasis	Human Diseases	Infectious diseases: Parasitic
05144	Malaria	Human Diseases	Infectious diseases: Parasitic
05145	Toxoplasmosis	Human Diseases	Infectious diseases: Parasitic
05146	Amoebiasis	Human Diseases	Infectious diseases: Parasitic
05150	Staphylococcus aureus infection	Human Diseases	Infectious diseases: Bacterial
05152	Tuberculosis	Human Diseases	Infectious diseases: Bacterial
05160	Hepatitis C	Human Diseases	Infectious diseases: Viral
05161	Hepatitis B	Human Diseases	Infectious diseases: Viral
05162	Measles	Human Diseases	Infectious diseases: Viral
05163	Human cytomegalovirus infection	Human Diseases	Infectious diseases: Viral
